Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Column model]	Parameter Value[Column type]	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
20081009_NIH_EWY_NEG_052701	Extraction		none	20081009_NIH_EWY_NEG_052701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_052701	FILES/20081009_NIH_EWY_NEG_052701.CDF	Data transformation	20081009_NIH_EWY_NEG_052701	FILES/20081009_NIH_EWY_NEG_0527.mzML	Metabolite identification	20081009_NIH_EWY_NEG_052701	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_052801	Extraction		none	20081009_NIH_EWY_NEG_052801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_052801	FILES/20081009_NIH_EWY_NEG_052801.CDF	Data transformation	20081009_NIH_EWY_NEG_052801	FILES/20081009_NIH_EWY_NEG_0528.mzML	Metabolite identification	20081009_NIH_EWY_NEG_052801	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_052901	Extraction		none	20081009_NIH_EWY_NEG_052901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_052901	FILES/20081009_NIH_EWY_NEG_052901.CDF	Data transformation	20081009_NIH_EWY_NEG_052901	FILES/20081009_NIH_EWY_NEG_0529.mzML	Metabolite identification	20081009_NIH_EWY_NEG_052901	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_053001	Extraction		none	20081009_NIH_EWY_NEG_053001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_053001	FILES/20081009_NIH_EWY_NEG_053001.CDF	Data transformation	20081009_NIH_EWY_NEG_053001	FILES/20081009_NIH_EWY_NEG_0530.mzML	Metabolite identification	20081009_NIH_EWY_NEG_053001	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_053201	Extraction		none	20081009_NIH_EWY_NEG_053201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_053201	FILES/20081009_NIH_EWY_NEG_053201.CDF	Data transformation	20081009_NIH_EWY_NEG_053201	FILES/20081009_NIH_EWY_NEG_0532.mzML	Metabolite identification	20081009_NIH_EWY_NEG_053201	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_053301	Extraction		none	20081009_NIH_EWY_NEG_053301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_053301	FILES/20081009_NIH_EWY_NEG_053301.CDF	Data transformation	20081009_NIH_EWY_NEG_053301	FILES/20081009_NIH_EWY_NEG_0533.mzML	Metabolite identification	20081009_NIH_EWY_NEG_053301	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_053401	Extraction		none	20081009_NIH_EWY_NEG_053401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_053401	FILES/20081009_NIH_EWY_NEG_053401.CDF	Data transformation	20081009_NIH_EWY_NEG_053401	FILES/20081009_NIH_EWY_NEG_0534.mzML	Metabolite identification	20081009_NIH_EWY_NEG_053401	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_053501	Extraction		none	20081009_NIH_EWY_NEG_053501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_053501	FILES/20081009_NIH_EWY_NEG_053501.CDF	Data transformation	20081009_NIH_EWY_NEG_053501	FILES/20081009_NIH_EWY_NEG_0535.mzML	Metabolite identification	20081009_NIH_EWY_NEG_053501	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_053601	Extraction		none	20081009_NIH_EWY_NEG_053601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_053601	FILES/20081009_NIH_EWY_NEG_053601.CDF	Data transformation	20081009_NIH_EWY_NEG_053601	FILES/20081009_NIH_EWY_NEG_0536.mzML	Metabolite identification	20081009_NIH_EWY_NEG_053601	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_053701	Extraction		none	20081009_NIH_EWY_NEG_053701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_053701	FILES/20081009_NIH_EWY_NEG_053701.CDF	Data transformation	20081009_NIH_EWY_NEG_053701	FILES/20081009_NIH_EWY_NEG_0537.mzML	Metabolite identification	20081009_NIH_EWY_NEG_053701	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_053801	Extraction		none	20081009_NIH_EWY_NEG_053801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_053801	FILES/20081009_NIH_EWY_NEG_053801.CDF	Data transformation	20081009_NIH_EWY_NEG_053801	FILES/20081009_NIH_EWY_NEG_0538.mzML	Metabolite identification	20081009_NIH_EWY_NEG_053801	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_053901	Extraction		none	20081009_NIH_EWY_NEG_053901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_053901	FILES/20081009_NIH_EWY_NEG_053901.CDF	Data transformation	20081009_NIH_EWY_NEG_053901	FILES/20081009_NIH_EWY_NEG_0539.mzML	Metabolite identification	20081009_NIH_EWY_NEG_053901	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_054001	Extraction		none	20081009_NIH_EWY_NEG_054001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_054001	FILES/20081009_NIH_EWY_NEG_054001.CDF	Data transformation	20081009_NIH_EWY_NEG_054001	FILES/20081009_NIH_EWY_NEG_0540.mzML	Metabolite identification	20081009_NIH_EWY_NEG_054001	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_054101	Extraction		none	20081009_NIH_EWY_NEG_054101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_054101	FILES/20081009_NIH_EWY_NEG_054101.CDF	Data transformation	20081009_NIH_EWY_NEG_054101	FILES/20081009_NIH_EWY_NEG_0541.mzML	Metabolite identification	20081009_NIH_EWY_NEG_054101	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_054201	Extraction		none	20081009_NIH_EWY_NEG_054201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_054201	FILES/20081009_NIH_EWY_NEG_054201.CDF	Data transformation	20081009_NIH_EWY_NEG_054201	FILES/20081009_NIH_EWY_NEG_0542.mzML	Metabolite identification	20081009_NIH_EWY_NEG_054201	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_054301	Extraction		none	20081009_NIH_EWY_NEG_054301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_054301	FILES/20081009_NIH_EWY_NEG_054301.CDF	Data transformation	20081009_NIH_EWY_NEG_054301	FILES/20081009_NIH_EWY_NEG_0543.mzML	Metabolite identification	20081009_NIH_EWY_NEG_054301	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_054401	Extraction		none	20081009_NIH_EWY_NEG_054401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_054401	FILES/20081009_NIH_EWY_NEG_054401.CDF	Data transformation	20081009_NIH_EWY_NEG_054401	FILES/20081009_NIH_EWY_NEG_0544.mzML	Metabolite identification	20081009_NIH_EWY_NEG_054401	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_054501	Extraction		none	20081009_NIH_EWY_NEG_054501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_054501	FILES/20081009_NIH_EWY_NEG_054501.CDF	Data transformation	20081009_NIH_EWY_NEG_054501	FILES/20081009_NIH_EWY_NEG_0545.mzML	Metabolite identification	20081009_NIH_EWY_NEG_054501	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_054601	Extraction		none	20081009_NIH_EWY_NEG_054601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_054601	FILES/20081009_NIH_EWY_NEG_054601.CDF	Data transformation	20081009_NIH_EWY_NEG_054601	FILES/20081009_NIH_EWY_NEG_0546.mzML	Metabolite identification	20081009_NIH_EWY_NEG_054601	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_054701	Extraction		none	20081009_NIH_EWY_NEG_054701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_054701	FILES/20081009_NIH_EWY_NEG_054701.CDF	Data transformation	20081009_NIH_EWY_NEG_054701	FILES/20081009_NIH_EWY_NEG_0547.mzML	Metabolite identification	20081009_NIH_EWY_NEG_054701	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_054801	Extraction		none	20081009_NIH_EWY_NEG_054801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_054801	FILES/20081009_NIH_EWY_NEG_054801.CDF	Data transformation	20081009_NIH_EWY_NEG_054801	FILES/20081009_NIH_EWY_NEG_0548.mzML	Metabolite identification	20081009_NIH_EWY_NEG_054801	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_054901	Extraction		none	20081009_NIH_EWY_NEG_054901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_054901	FILES/20081009_NIH_EWY_NEG_054901.CDF	Data transformation	20081009_NIH_EWY_NEG_054901	FILES/20081009_NIH_EWY_NEG_0549.mzML	Metabolite identification	20081009_NIH_EWY_NEG_054901	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_055001	Extraction		none	20081009_NIH_EWY_NEG_055001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_055001	FILES/20081009_NIH_EWY_NEG_055001.CDF	Data transformation	20081009_NIH_EWY_NEG_055001	FILES/20081009_NIH_EWY_NEG_0550.mzML	Metabolite identification	20081009_NIH_EWY_NEG_055001	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_055101	Extraction		none	20081009_NIH_EWY_NEG_055101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_055101	FILES/20081009_NIH_EWY_NEG_055101.CDF	Data transformation	20081009_NIH_EWY_NEG_055101	FILES/20081009_NIH_EWY_NEG_0551.mzML	Metabolite identification	20081009_NIH_EWY_NEG_055101	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_055201	Extraction		none	20081009_NIH_EWY_NEG_055201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_055201	FILES/20081009_NIH_EWY_NEG_055201.CDF	Data transformation	20081009_NIH_EWY_NEG_055201	FILES/20081009_NIH_EWY_NEG_0552.mzML	Metabolite identification	20081009_NIH_EWY_NEG_055201	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_055401	Extraction		none	20081009_NIH_EWY_NEG_055401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_055401	FILES/20081009_NIH_EWY_NEG_055401.CDF	Data transformation	20081009_NIH_EWY_NEG_055401	FILES/20081009_NIH_EWY_NEG_0554.mzML	Metabolite identification	20081009_NIH_EWY_NEG_055401	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_055501	Extraction		none	20081009_NIH_EWY_NEG_055501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_055501	FILES/20081009_NIH_EWY_NEG_055501.CDF	Data transformation	20081009_NIH_EWY_NEG_055501	FILES/20081009_NIH_EWY_NEG_0555.mzML	Metabolite identification	20081009_NIH_EWY_NEG_055501	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_055601	Extraction		none	20081009_NIH_EWY_NEG_055601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_055601	FILES/20081009_NIH_EWY_NEG_055601.CDF	Data transformation	20081009_NIH_EWY_NEG_055601	FILES/20081009_NIH_EWY_NEG_0556.mzML	Metabolite identification	20081009_NIH_EWY_NEG_055601	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_055701	Extraction		none	20081009_NIH_EWY_NEG_055701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_055701	FILES/20081009_NIH_EWY_NEG_055701.CDF	Data transformation	20081009_NIH_EWY_NEG_055701	FILES/20081009_NIH_EWY_NEG_0557.mzML	Metabolite identification	20081009_NIH_EWY_NEG_055701	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_055801	Extraction		none	20081009_NIH_EWY_NEG_055801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_055801	FILES/20081009_NIH_EWY_NEG_055801.CDF	Data transformation	20081009_NIH_EWY_NEG_055801	FILES/20081009_NIH_EWY_NEG_0558.mzML	Metabolite identification	20081009_NIH_EWY_NEG_055801	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_055901	Extraction		none	20081009_NIH_EWY_NEG_055901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_055901	FILES/20081009_NIH_EWY_NEG_055901.CDF	Data transformation	20081009_NIH_EWY_NEG_055901	FILES/20081009_NIH_EWY_NEG_0559.mzML	Metabolite identification	20081009_NIH_EWY_NEG_055901	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_056001	Extraction		none	20081009_NIH_EWY_NEG_056001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_056001	FILES/20081009_NIH_EWY_NEG_056001.CDF	Data transformation	20081009_NIH_EWY_NEG_056001	FILES/20081009_NIH_EWY_NEG_0560.mzML	Metabolite identification	20081009_NIH_EWY_NEG_056001	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_056101	Extraction		none	20081009_NIH_EWY_NEG_056101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_056101	FILES/20081009_NIH_EWY_NEG_056101.CDF	Data transformation	20081009_NIH_EWY_NEG_056101	FILES/20081009_NIH_EWY_NEG_0561.mzML	Metabolite identification	20081009_NIH_EWY_NEG_056101	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_056201	Extraction		none	20081009_NIH_EWY_NEG_056201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_056201	FILES/20081009_NIH_EWY_NEG_056201.CDF	Data transformation	20081009_NIH_EWY_NEG_056201	FILES/20081009_NIH_EWY_NEG_0562.mzML	Metabolite identification	20081009_NIH_EWY_NEG_056201	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_056301	Extraction		none	20081009_NIH_EWY_NEG_056301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_056301	FILES/20081009_NIH_EWY_NEG_056301.CDF	Data transformation	20081009_NIH_EWY_NEG_056301	FILES/20081009_NIH_EWY_NEG_0563.mzML	Metabolite identification	20081009_NIH_EWY_NEG_056301	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_056501	Extraction		none	20081009_NIH_EWY_NEG_056501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_056501	FILES/20081009_NIH_EWY_NEG_056501.CDF	Data transformation	20081009_NIH_EWY_NEG_056501	FILES/20081009_NIH_EWY_NEG_0565.mzML	Metabolite identification	20081009_NIH_EWY_NEG_056501	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_056601	Extraction		none	20081009_NIH_EWY_NEG_056601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_056601	FILES/20081009_NIH_EWY_NEG_056601.CDF	Data transformation	20081009_NIH_EWY_NEG_056601	FILES/20081009_NIH_EWY_NEG_0566.mzML	Metabolite identification	20081009_NIH_EWY_NEG_056601	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_056701	Extraction		none	20081009_NIH_EWY_NEG_056701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_056701	FILES/20081009_NIH_EWY_NEG_056701.CDF	Data transformation	20081009_NIH_EWY_NEG_056701	FILES/20081009_NIH_EWY_NEG_0567.mzML	Metabolite identification	20081009_NIH_EWY_NEG_056701	m_MTBLS28_NEG_v2_maf.tsv
20081009_NIH_EWY_NEG_056901	Extraction		none	20081009_NIH_EWY_NEG_056901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	negative	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20081009_NIH_EWY_NEG_056901	FILES/20081009_NIH_EWY_NEG_056901.CDF	Data transformation	20081009_NIH_EWY_NEG_056901	FILES/20081009_NIH_EWY_NEG_0569.mzML	Metabolite identification	20081009_NIH_EWY_NEG_056901	m_MTBLS28_NEG_v2_maf.tsv
